,Unnamed: 0,region_name,country_code,province_name,city_name,region_city_rank,attractions_url,30_attractions_char
30,30,WESTERN EUROPE,FR,PARIS,PARIS,1,https://www.tripadvisor.com/Attractions-g187147-Activities-oa0-Paris_Ile_de_France.html,"['Art Museums', 'Points of Interest & Landmarks • Observation Decks & Towers', 'Points of Interest & Landmarks • Architectural Buildings', 'Historic Sites • Architectural Buildings', 'Parks • Gardens', 'Historic Sites • Architectural Buildings', 'Historic Sites • Architectural Buildings', 'Architectural Buildings • Theaters', 'Churches & Cathedrals', 'Speciality Museums', 'Bodies of Water', 'Neighborhoods', 'Neighborhoods • Historic Walking Areas', 'Points of Interest & Landmarks • Bridges', 'Speciality Museums', 'Gardens', 'Points of Interest & Landmarks', 'Speciality Museums', 'Military Museums', 'Neighborhoods • Architectural Buildings', 'Points of Interest & Landmarks • Historic Walking Areas', 'Parks', 'Neighborhoods • Historic Walking Areas', 'Points of Interest & Landmarks • Cemeteries', 'Neighborhoods • Historic Walking Areas', 'Neighborhoods • Points of Interest & Landmarks', 'Speciality Museums • Art Museums', 'Speciality Museums', 'Art Museums', 'Art Museums']"
31,31,WESTERN EUROPE,NL,NOORD-HOLLAND,AMSTERDAM,2,https://www.tripadvisor.com/Attractions-g188590-Activities-oa0-Amsterdam_North_Holland_Province.html,"['Speciality Museums', 'Art Museums', 'Art Museums', 'Parks', 'Neighborhoods', 'Points of Interest & Landmarks • Architectural Buildings', 'Breweries', 'Speciality Museums', 'Speciality Museums • Science Museums', 'Neighborhoods', 'Zoos', 'Historic Sites • Art Museums', 'Points of Interest & Landmarks', 'Observation Decks & Towers', ""Children's Museums • History Museums"", 'Points of Interest & Landmarks', 'Points of Interest & Landmarks • Architectural Buildings', 'Historic Sites • Historic Walking Areas', 'Art Museums', 'History Museums', 'Public Transportation Systems', ""Science Museums • Children's Museums"", 'Speciality Museums', 'Bodies of Water', 'Speciality Museums', 'Libraries', 'Neighborhoods • Bridges', 'Historic Sites • Architectural Buildings', 'Speciality Museums • History Museums', 'Arenas & Stadiums']"
32,32,WESTERN EUROPE,BE,BRUXELLES,BRUSSELS,3,https://www.tripadvisor.com/Attractions-g188644-Activities-oa0-Brussels.html,"['Historic Sites • Points of Interest & Landmarks', 'Historic Sites • Points of Interest & Landmarks', 'Speciality Museums • Points of Interest & Landmarks', 'Historic Sites • Architectural Buildings', 'Points of Interest & Landmarks • Architectural Buildings', 'Speciality Museums', 'Speciality Museums', 'Amusement & Theme Parks', 'Historic Sites • Architectural Buildings', 'Speciality Museums • Art Museums', 'Historic Sites • Points of Interest & Landmarks', 'Natural History Museums • History Museums', 'Government Buildings', 'Speciality Museums', 'Architectural Buildings', 'Speciality Museums', 'Military Museums', 'Historic Walking Areas', 'Monuments & Statues', 'Historic Sites', 'Speciality Museums', 'Breweries', 'Historic Sites • Castles', 'Art Museums', 'Speciality Museums', 'Gardens', 'Religious Sites • Churches & Cathedrals', 'Art Museums', 'Forests', 'Points of Interest & Landmarks']"
33,33,WESTERN EUROPE,GM,BERLIN,BERLIN,4,https://www.tripadvisor.com/Attractions-g187323-Activities-oa0-Berlin.html,"['Points of Interest & Landmarks • Architectural Buildings', 'Points of Interest & Landmarks • Monuments & Statues', 'Monuments & Statues', 'Speciality Museums', 'Historic Sites', 'Art Museums', 'Historic Sites • Points of Interest & Landmarks', 'Points of Interest & Landmarks • Architectural Buildings', 'Speciality Museums • Points of Interest & Landmarks', 'Architectural Buildings • Churches & Cathedrals', 'Gardens', 'Zoos • Aquariums', 'Points of Interest & Landmarks', 'Points of Interest & Landmarks • Architectural Buildings', 'Symphonies • Architectural Buildings', 'Historic Sites', 'Speciality Museums • Art Museums', 'Science Museums', 'Speciality Museums', 'Speciality Museums • History Museums', 'History Museums', 'Art Museums', 'Religious Sites', 'Monuments & Statues', 'Arenas & Stadiums', 'Speciality Museums', 'Speciality Museums', 'Department Stores', 'Historic Sites • Castles', 'Neighborhoods • Points of Interest & Landmarks']"
34,34,WESTERN EUROPE,AU,WIEN,VIENNA,5,https://www.tripadvisor.com/Attractions-g190454-Activities-oa0-Vienna.html,"['Architectural Buildings • Castles', 'Points of Interest & Landmarks • Architectural Buildings', 'Speciality Museums • Art Museums', 'Points of Interest & Landmarks • Churches & Cathedrals', 'Historic Sites • Architectural Buildings', 'Speciality Museums', 'Natural History Museums', 'Historic Walking Areas • Parks', 'Zoos', 'Art Museums', 'Theaters', 'Points of Interest & Landmarks • Churches & Cathedrals', 'Architectural Buildings • Government Buildings', 'Points of Interest & Landmarks • Architectural Buildings', 'Speciality Museums • Art Museums', 'Points of Interest & Landmarks', 'Amusement & Theme Parks • Parks', 'Public Transportation Systems', 'Art Museums', 'History Museums', 'Points of Interest & Landmarks', 'Parks • Monuments & Statues', 'Historic Sites • Points of Interest & Landmarks', 'Speciality Museums', 'Military Museums • History Museums', ""Cemeteries • Children's Museums"", 'Architectural Buildings • Art Museums', 'Speciality Museums • History Museums', 'Points of Interest & Landmarks • Architectural Buildings', 'Science Museums']"
35,35,WESTERN EUROPE,DA,KOBENHAVN,COPENHAGEN,6,https://www.tripadvisor.com/Attractions-g189541-Activities-oa0-Copenhagen_Zealand.html,"['Neighborhoods • Historic Walking Areas', 'Amusement & Theme Parks • Gardens', 'Historic Sites • Castles', 'Art Museums', 'Historic Sites • Points of Interest & Landmarks', 'Observation Decks & Towers', 'Points of Interest & Landmarks • History Museums', 'Historic Sites • Castles', 'Flea & Street Markets', 'Speciality Museums • Natural History Museums', 'Art Museums', 'Operas • Architectural Buildings', 'Architectural Buildings • History Museums', 'Churches & Cathedrals', 'Historic Sites • Architectural Buildings', 'Parks', 'Neighborhoods • Points of Interest & Landmarks', 'Libraries', 'Points of Interest & Landmarks • Monuments & Statues', 'Architectural Buildings • Religious Sites', 'Architectural Buildings • Monuments & Statues', 'Monuments & Statues • Fountains', 'Points of Interest & Landmarks • Architectural Buildings', 'Cemeteries', 'Points of Interest & Landmarks • Architectural Buildings', 'Parks', 'Neighborhoods', 'Speciality Museums', 'Art Museums', 'Speciality Museums • Architectural Buildings']"
36,36,WESTERN EUROPE,GM,BAYERN,MUNICH,7,https://www.tripadvisor.com/Attractions-g187309-Activities-oa0-Munich_Upper_Bavaria_Bavaria.html,"['Points of Interest & Landmarks', 'Bodies of Water • Parks', 'Historic Sites', 'Speciality Museums', 'Speciality Museums', 'Historic Sites • Architectural Buildings', 'Arenas & Stadiums', 'Flea & Street Markets', 'Architectural Buildings • Government Buildings', 'Arenas & Stadiums', 'Art Museums', 'Speciality Museums', 'Science Museums', 'Historic Sites • Architectural Buildings', 'Zoos • Parks', 'Points of Interest & Landmarks', 'Art Museums', 'Food & Drink Festivals', 'Historic Sites • Points of Interest & Landmarks', 'Speciality Museums', 'Parks', 'Points of Interest & Landmarks • Observation Decks & Towers', 'Speciality Museums • Architectural Buildings', 'Theaters', 'Gardens', 'Architectural Buildings • Religious Sites', 'Religious Sites', 'Operas • Theaters', 'Religious Sites', 'Art Museums']"
37,37,WESTERN EUROPE,FR,ALPES-MARITIMES,NICE,8,https://www.tripadvisor.com/Attractions-g187234-Activities-oa0-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,"['Neighborhoods • Historic Walking Areas', 'Points of Interest & Landmarks', 'Lookouts', 'Points of Interest & Landmarks', 'Speciality Museums', 'Churches & Cathedrals', 'Flea & Street Markets', 'Art Museums', 'Gardens', 'Religious Sites • Churches & Cathedrals', 'Historic Sites', 'Points of Interest & Landmarks', 'Gardens', 'Historic Sites • Religious Sites', 'Beaches', 'Speciality Museums • Historic Sites', 'Neighborhoods', 'Parks • Forests', 'Religious Sites', 'Art Museums', 'Operas', 'Lookouts', 'Speciality Museums', 'Parks', 'Wineries & Vineyards • Castles', 'Art Museums', 'Observatories & Planetariums', 'Beaches', 'Art Museums', 'Points of Interest & Landmarks • Piers & Boardwalks']"
38,38,WESTERN EUROPE,BE,WEST-VLAANDEREN,BRUGES,9,https://www.tripadvisor.com/Attractions-g188671-Activities-oa0-Bruges_West_Flanders_Province.html,"['Historic Sites', 'Points of Interest & Landmarks', 'Points of Interest & Landmarks • Architectural Buildings', 'Breweries', 'Historic Sites • Architectural Buildings', 'Bodies of Water', 'Points of Interest & Landmarks', 'Historic Sites • Historic Walking Areas', 'Art Museums • History Museums', 'Breweries', 'Speciality Museums', 'Speciality Museums', 'Churches & Cathedrals', 'Architectural Buildings', 'Speciality Museums • History Museums', 'Speciality Museums', 'Piers & Boardwalks', 'Bridges', 'Speciality Museums • Religious Sites', 'Churches & Cathedrals', 'History Museums', 'Art Museums • History Museums', 'Hiking Trails', 'Speciality Museums • Art Museums', 'Speciality Museums', 'Art Museums', 'Points of Interest & Landmarks • Architectural Buildings', 'Churches & Cathedrals', 'Historic Sites • Points of Interest & Landmarks', 'Points of Interest & Landmarks']"
39,39,WESTERN EUROPE,SZ,ZURICH,ZURICH,10,https://www.tripadvisor.com/Attractions-g188113-Activities-oa0-Zurich.html,"['Bodies of Water', 'Neighborhoods • Historic Walking Areas', 'Art Museums', 'Mountains', 'Zoos', 'Points of Interest & Landmarks', 'Parks', 'Points of Interest & Landmarks • Shopping Malls', 'Art Museums', 'Visitor Centers', 'Neighborhoods • Points of Interest & Landmarks', 'Churches & Cathedrals', 'Bodies of Water', 'Architectural Buildings • Religious Sites', 'History Museums', 'Speciality Museums', 'Gardens', 'Operas • Theaters', 'Speciality Museums', 'Trams', 'Trams', 'Speciality Museums', 'Points of Interest & Landmarks', 'Architectural Buildings • Churches & Cathedrals', 'Shopping Malls', 'Points of Interest & Landmarks • Historic Walking Areas', 'Neighborhoods', 'Points of Interest & Landmarks', 'Points of Interest & Landmarks', 'Piers & Boardwalks']"
40,40,UNITED STATES,US,NEVADA,LAS VEGAS,1,https://www.tripadvisor.com/Attractions-g45963-Activities-oa0-Las_Vegas_Nevada.html,"['Points of Interest & Landmarks • Fountains', 'State Parks • National Parks', 'Gardens', 'Points of Interest & Landmarks • Historic Walking Areas', 'Points of Interest & Landmarks • Historic Walking Areas', 'Observation Decks & Towers', 'Points of Interest & Landmarks • Bridges', 'Speciality Museums', 'Points of Interest & Landmarks • Observation Decks & Towers', 'Casinos', 'Speciality Museums', 'Cirque du Soleil Shows', 'History Museums', 'Points of Interest & Landmarks', 'Speciality Museums', 'Shopping Malls', 'Mountains', 'Speciality Museums', 'Points of Interest & Landmarks', 'Observation Decks & Towers', 'Neighborhoods', 'Shopping Malls', 'Speciality Museums', 'Casinos', 'Shopping Malls', 'Speciality Museums', 'Science Museums', 'Sports Complexes • Points of Interest & Landmarks', 'Breweries • Casinos', 'Neighborhoods']"
41,41,UNITED STATES,US,NEW YORK,NEW YORK,2,https://www.tripadvisor.com/Attractions-g60763-Activities-oa0-New_York_City_New_York.html,"['Points of Interest & Landmarks • Parks', 'Speciality Museums • Historic Sites', 'Points of Interest & Landmarks • Art Museums', 'Points of Interest & Landmarks • Architectural Buildings', 'Lookouts • Observation Decks & Towers', 'Parks • Scenic Walking Areas', 'Points of Interest & Landmarks • Monuments & Statues', 'Points of Interest & Landmarks', 'Bridges', 'Points of Interest & Landmarks • Architectural Buildings', 'Points of Interest & Landmarks', 'Neighborhoods • Points of Interest & Landmarks', 'Ferries', 'Parks', 'Points of Interest & Landmarks • Architectural Buildings', 'Speciality Museums', 'Architectural Buildings • Lookouts', 'Churches & Cathedrals', 'Art Museums', 'Natural History Museums', 'Flea & Street Markets', 'Arenas & Stadiums', 'Speciality Museums', 'Speciality Museums', 'Art Galleries • Art Museums', 'Points of Interest & Landmarks • Theaters', 'Observation Decks & Towers', 'Historic Sites • Points of Interest & Landmarks', 'Art Museums', 'Points of Interest & Landmarks']"
42,42,UNITED STATES,US,FLORIDA,ORLANDO,3,https://www.tripadvisor.com/Attractions-g34515-Activities-oa0-Orlando_Florida.html,"['Amusement & Theme Parks', 'Amusement & Theme Parks', 'Amusement & Theme Parks • Water Parks', 'Amusement & Theme Parks • Disney Parks & Activities', 'Amusement & Theme Parks • Disney Parks & Activities', 'Amusement & Theme Parks', 'Amusement & Theme Parks', 'Amusement & Theme Parks • Disney Parks & Activities', 'Amusement & Theme Parks', 'Amusement & Theme Parks • Disney Parks & Activities', 'Water Parks • Disney Parks & Activities', 'Shopping Malls', 'Points of Interest & Landmarks • Disney Parks & Activities', 'Rides & Activities', 'Factory Outlets', 'Disney Parks & Activities', 'Factory Outlets', 'Points of Interest & Landmarks', 'Religious Sites • Churches & Cathedrals', 'Parks', 'Amusement & Theme Parks • Water Parks', 'Sports Complexes', 'Gardens', 'Disney Parks & Activities', 'Shopping Malls', 'Water Parks', 'Points of Interest & Landmarks • Piers & Boardwalks', 'Points of Interest & Landmarks', 'Points of Interest & Landmarks', 'Speciality Museums • Educational sites']"
43,43,UNITED STATES,US,FLORIDA,MIAMI BEACH,4,https://www.tripadvisor.com/Attractions-g34439-Activities-oa0-Miami_Beach_Florida.html,"['Historic Walking Areas • Parks', 'Piers & Boardwalks', 'Piers & Boardwalks • Parks', 'Neighborhoods • Historic Walking Areas', 'Points of Interest & Landmarks', 'Monuments & Statues', 'Parks', 'Speciality Museums • History Museums', 'Points of Interest & Landmarks', 'Neighborhoods', 'Gardens', 'Visitor Centers', 'Beach & Pool Clubs', 'Symphonies', 'Art Galleries', 'Speciality Museums • Educational sites', 'Art Galleries', 'Islands • Beach & Pool Clubs', 'Beaches', 'Parks', 'Art Galleries', 'Marinas', 'Gear Rentals', 'Beaches', 'Bodies of Water', 'Points of Interest & Landmarks', 'Speciality Museums', 'Theaters', 'Parks', 'Convention Centers']"
44,44,UNITED STATES,US,ILLINOIS,CHICAGO,5,https://www.tripadvisor.com/Attractions-g35805-Activities-oa0-Chicago_Illinois.html,"['Art Museums', 'Points of Interest & Landmarks • Parks', 'Points of Interest & Landmarks • Monuments & Statues', 'Arenas & Stadiums', 'Science Museums', 'Neighborhoods • Points of Interest & Landmarks', 'Points of Interest & Landmarks • Architectural Buildings', 'Natural History Museums • Science Museums', 'Architectural Buildings • Observation Decks & Towers', 'Historic Walking Areas', 'Zoos', 'Art Galleries • Architectural Buildings', 'Speciality Museums • Art Museums', 'Aquariums', 'Amusement & Theme Parks • Piers & Boardwalks', 'Bodies of Water', 'Biking Trails • Hiking Trails', 'Points of Interest & Landmarks', 'Historic Sites • Gardens', 'Points of Interest & Landmarks • Fountains', 'Neighborhoods', 'Parks • Playgrounds', 'Architectural Buildings • Religious Sites', 'Theaters', 'Arenas & Stadiums', 'Parks', 'Speciality Museums', 'Theaters', 'Historic Sites • Architectural Buildings', 'Gardens']"
45,45,UNITED STATES,US,DISTRICT OF COLUMBIA,WASHINGTON,6,https://www.tripadvisor.com/Attractions-g28970-Activities-oa0-Washington_DC_District_of_Columbia.html,"['Monuments & Statues', 'Art Museums', 'Natural History Museums', 'Libraries • Government Buildings', 'Monuments & Statues', 'Speciality Museums', 'History Museums', 'Monuments & Statues', 'Historic Walking Areas • Parks', 'Monuments & Statues', 'Monuments & Statues', 'Government Buildings', 'History Museums', 'Art Museums • History Museums', 'Monuments & Statues', 'Monuments & Statues', 'Monuments & Statues', 'Speciality Museums', 'Historic Sites • Theaters', 'Gardens', 'Historic Sites • Gardens', 'Architectural Buildings • Religious Sites', 'History Museums', 'Government Buildings', 'Neighborhoods • Historic Walking Areas', 'Neighborhoods', 'Religious Sites • Churches & Cathedrals', 'Speciality Museums', 'Zoos', 'Castles • Government Buildings']"
46,46,UNITED STATES,US,FLORIDA,MIAMI,7,https://www.tripadvisor.com/Attractions-g34438-Activities-oa0-Miami_Florida.html,"['Speciality Museums', 'Points of Interest & Landmarks • Art Museums', 'Zoos', 'Points of Interest & Landmarks • Shopping Malls', 'Shopping Malls', 'Arenas & Stadiums', 'Zoos', 'Public Transportation Systems', 'Art Galleries • Speciality Museums', 'Neighborhoods', 'Art Galleries • Neighborhoods', 'Neighborhoods', 'Parks', 'Arenas & Stadiums', 'Trams', 'History Museums', 'Art Museums', 'Nature & Wildlife Areas • Zoos', 'Neighborhoods • Points of Interest & Landmarks', ""Children's Museums"", 'Speciality Museums • Historic Sites', 'Neighborhoods', 'Science Museums • Aquariums', 'Shopping Malls', 'Aquariums', 'Shopping Malls', 'Parks • Jogging Paths & Tracks', 'Theaters', 'Points of Interest & Landmarks', 'Parks']"
47,47,UNITED STATES,US,FLORIDA,FORT LAUDERDALE,8,https://www.tripadvisor.com/Attractions-g34227-Activities-oa0-Fort_Lauderdale_Broward_County_Florida.html,"['Beaches', 'Points of Interest & Landmarks • Shopping Malls', 'Speciality Museums', 'History Museums', 'Bodies of Water', 'Historic Sites • Points of Interest & Landmarks', 'Beaches', 'State Parks • Parks', 'Beaches • Parks', 'Scenic Walking Areas', 'Theaters', 'Marinas', 'Trams', 'Art Museums', 'Shopping Malls', 'Bodies of Water', 'Military Museums', 'Speciality Museums', 'Flea & Street Markets', 'Flea & Street Markets', 'Shopping Malls', 'Libraries', 'Shopping Malls', 'Theaters', 'Nature & Wildlife Areas • Parks', 'Breweries', 'Convention Centers', 'Points of Interest & Landmarks', 'Libraries', 'Shopping Malls']"
48,48,UNITED STATES,US,TEXAS,HOUSTON,9,https://www.tripadvisor.com/Attractions-g56003-Activities-oa0-Houston_Texas.html,"['Speciality Museums • Science Museums', 'Speciality Museums', 'Art Museums', 'Zoos', 'Ballets • Points of Interest & Landmarks', 'Arenas & Stadiums', 'Speciality Museums', 'Theaters', 'Speciality Museums • History Museums', ""Children's Museums"", 'Art Museums', 'Science Museums • Nature & Wildlife Areas', 'History Museums', 'Parks • Playgrounds', 'Arenas & Stadiums', 'Parks', 'Breweries', 'Theaters', 'Historic Sites • Gardens', 'Educational sites', 'Cemeteries', 'Arenas & Stadiums', 'Parks', 'Arenas & Stadiums', 'Theaters', 'Symphonies', 'Theaters', 'Military Museums • Speciality Museums', 'Speciality Museums', 'Parks']"
49,49,UNITED STATES,US,GEORGIA,ATLANTA,10,https://www.tripadvisor.com/Attractions-g60898-Activities-oa0-Atlanta_Georgia.html,"['Aquariums', 'Gardens', 'Speciality Museums', 'Historic Sites', 'Points of Interest & Landmarks • Art Museums', 'Parks', 'Architectural Buildings • Theaters', 'Historic Sites • Parks', 'Zoos', 'Historic Sites • Gardens', 'Libraries • History Museums', 'Speciality Museums', 'Speciality Museums', 'Arenas & Stadiums', 'Historic Sites • Cemeteries', 'Points of Interest & Landmarks', 'Historic Sites • Gardens', 'Religious Sites', 'Speciality Museums • Theaters', 'Shopping Malls', 'Natural History Museums', 'Speciality Museums', 'Arenas & Stadiums', 'Neighborhoods • Historic Walking Areas', 'Arenas & Stadiums', 'Art Museums', 'Shopping Malls', 'Amusement & Theme Parks', 'Theaters', 'Hiking Trails']"
50,50,UNITED STATES,US,LOUISIANA,NEW ORLEANS,11,https://www.tripadvisor.com/Attractions-g60864-Activities-oa0-New_Orleans_Louisiana.html,"['Military Museums • Speciality Museums', 'Points of Interest & Landmarks • Historic Walking Areas', 'Neighborhoods', 'Points of Interest & Landmarks • Historic Walking Areas', 'Neighborhoods • Historic Walking Areas', 'Public Transportation Systems', 'Architectural Buildings • Churches & Cathedrals', 'Parks', 'Points of Interest & Landmarks • Theaters', 'Historic Walking Areas', 'Cemeteries', 'Speciality Museums', 'Art Museums', 'Parks', 'Zoos', 'Speciality Museums', 'Speciality Museums', 'Historic Sites • History Museums', 'Speciality Museums', 'National Parks • Nature & Wildlife Areas', 'Distilleries • Speciality Museums', 'Cemeteries', 'Speciality Museums • History Museums', 'Visitor Centers', 'Sports Complexes • Arenas & Stadiums', 'Aquariums', 'Cemeteries', 'Historic Sites • Gardens', 'Theaters', 'Points of Interest & Landmarks']"
51,51,UNITED STATES,US,CALIFORNIA,LOS ANGELES,12,https://www.tripadvisor.com/Attractions-g32655-Activities-oa0-Los_Angeles_California.html,"['Amusement & Theme Parks', 'Speciality Museums', 'Observatories & Planetariums', 'Speciality Museums', 'Points of Interest & Landmarks • Architectural Buildings', 'Parks', 'Military Museums', 'Natural History Museums • Science Museums', 'Points of Interest & Landmarks', 'Art Museums', 'Arenas & Stadiums', 'Art Museums', 'Beaches', 'Points of Interest & Landmarks', 'Natural History Museums', 'Historic Walking Areas', 'Points of Interest & Landmarks • Historic Walking Areas', 'Speciality Museums', 'Arenas & Stadiums', 'Canyons • Parks', 'Points of Interest & Landmarks • Architectural Buildings', 'Theaters', 'Factory Outlets • Shopping Malls', 'Points of Interest & Landmarks • Shopping Malls', 'Speciality Museums', 'Points of Interest & Landmarks • Historic Walking Areas', 'Neighborhoods', 'Architectural Buildings', 'Speciality Museums']"
52,52,UNITED STATES,US,FLORIDA,LAKE BUENA VISTA,13,https://www.tripadvisor.com/Attractions-g23869903-Activities-Lake_Buena_Vista_Florida.html,"['Amusement & Theme Parks', 'Dance Clubs & Discos', 'Taxis & Shuttles', 'Taxis & Shuttles', 'Speciality & Gift Shops', 'Private Tours', 'Day Trips']"
53,53,UNITED STATES,US,CALIFORNIA,SAN DIEGO,14,https://www.tripadvisor.com/Attractions-g60750-Activities-oa0-San_Diego_California.html,"['Speciality Museums', 'Zoos', 'Parks • Gardens', 'Beaches • Parks', 'State Parks • Nature & Wildlife Areas', 'Sports Complexes • Arenas & Stadiums', 'Historic Sites • National Parks', 'Historic Sites • Points of Interest & Landmarks', 'Parks', 'Bridges', 'Beaches • Parks', 'Cemeteries', 'Historic Walking Areas • Geologic Formations', 'Speciality Museums • Ships', 'Educational sites', 'State Parks • Historic Walking Areas', 'Lighthouses', 'Amusement & Theme Parks • Aquariums', 'Beaches', 'Neighborhoods', 'Historic Walking Areas', 'Points of Interest & Landmarks • Piers & Boardwalks', 'Natural History Museums • Aquariums', 'Beaches', 'Points of Interest & Landmarks', 'Gardens', 'Beaches', 'Historic Sites', 'Beaches', 'Beaches']"
54,54,UNITED STATES,US,FLORIDA,KISSIMMEE,15,https://www.tripadvisor.com/Attractions-g34352-Activities-oa0-Kissimmee_Florida.html,"['Amusement & Theme Parks', 'Amusement & Theme Parks', 'Parks', 'Speciality Museums', 'Parks', 'Nature & Wildlife Areas', 'Amusement & Theme Parks', 'Speciality Museums • History Museums', 'Convention Centers', 'Visitor Centers • Speciality Museums', 'Theaters', 'Arenas & Stadiums', 'Points of Interest & Landmarks', 'Arenas & Stadiums', 'Disney Parks & Activities', 'Sports Complexes', 'Points of Interest & Landmarks', 'Nature & Wildlife Areas', 'Monuments & Statues', 'Dinner Theaters • Theatre & Performances', 'Flea & Street Markets', 'Water Parks', 'Convention Centers', 'Department Stores', 'Art Galleries • Theaters', 'Convention Centers', 'Water Parks', 'Shooting Ranges', 'Bodies of Water', 'Churches & Cathedrals']"
55,55,UNITED STATES,US,TENNESSEE,NASHVILLE,16,https://www.tripadvisor.com/Attractions-g55229-Activities-oa0-Nashville_Davidson_County_Tennessee.html,"['Theaters', 'Points of Interest & Landmarks • Theaters', 'Distilleries', 'Historic Sites', 'Speciality Museums', 'Speciality Museums', 'Speciality Museums • Historic Sites', 'Gardens', 'Speciality Museums • History Museums', 'Neighborhoods', 'Points of Interest & Landmarks • Architectural Buildings', 'Speciality Museums', 'Speciality Museums', 'Historic Sites • Gardens', 'Distilleries', 'History Museums', 'Parks • Jogging Paths & Tracks', 'Historic Sites • Gardens', 'State Parks • Bodies of Water', 'State Parks • Historic Walking Areas', 'Arenas & Stadiums', 'Distilleries', 'Bridges', 'Monuments & Statues', 'Theaters', 'Parks', 'Nature & Wildlife Areas • Zoos', 'Art Museums', 'Neighborhoods • Points of Interest & Landmarks', 'Speciality Museums']"
56,56,UNITED STATES,US,HAWAII,HONOLULU,17,https://www.tripadvisor.com/Attractions-g60982-Activities-oa0-Honolulu_Oahu_Hawaii.html,"['Hiking Trails • Scenic Walking Areas', 'Historic Sites • Cemeteries', 'Historic Sites • Military Bases & Facilities', 'Speciality Museums • Historic Sites', 'Historic Sites • Points of Interest & Landmarks', 'Bodies of Water • Nature & Wildlife Areas', 'Beaches', 'Hiking Trails', 'Historic Walking Areas • Hiking Trails', 'Cemeteries', 'Waterfalls', 'Speciality Museums', 'Speciality Museums', 'Historic Sites • Architectural Buildings', 'Speciality Museums', 'Shopping Malls', 'Art Museums', 'Parks', 'Military Museums', 'State Parks • Parks', 'Islands • Parks', 'Beaches • Parks', 'Volcanos', 'Architectural Buildings • Religious Sites', 'Flea & Street Markets', 'Gardens • Educational sites', 'Points of Interest & Landmarks', 'Beaches • Parks', 'Public Transportation Systems', 'Zoos']"
57,57,UNITED STATES,US,CALIFORNIA,SAN FRANCISCO,18,https://www.tripadvisor.com/Attractions-g60713-Activities-oa0-San_Francisco_California.html,"['Historic Sites • Islands', 'Historic Sites • Points of Interest & Landmarks', 'Trams', 'Points of Interest & Landmarks • Piers & Boardwalks', 'Points of Interest & Landmarks • Scenic Walking Areas', 'Parks', 'Arenas & Stadiums', 'Neighborhoods • Piers & Boardwalks', 'Speciality Museums • Science Museums', 'Lookouts', 'Theaters', 'Points of Interest & Landmarks • Shopping Malls', 'Science Museums', 'Hiking Trails', 'Speciality Museums', 'Speciality Museums', 'Speciality Museums', 'Bodies of Water', 'Art Museums', 'Parks', 'Points of Interest & Landmarks • Architectural Buildings', 'Breweries', 'Art Museums', 'Gardens', 'Art Museums', 'Nature & Wildlife Areas • Gardens', 'Neighborhoods', 'Speciality Museums', 'Points of Interest & Landmarks • Shopping Malls', 'Beaches']"
58,58,UNITED STATES,US,TEXAS,SAN ANTONIO,19,https://www.tripadvisor.com/Attractions-g60956-Activities-oa0-San_Antonio_Texas.html,"['Scenic Walking Areas', 'Historic Sites • History Museums', 'Caverns & Caves', 'Historic Sites • Missions', 'Theaters • Gardens', 'Points of Interest & Landmarks • Parks', 'Churches & Cathedrals', 'Bodies of Water', 'Gardens', 'Art Museums', 'Theaters', 'Historic Walking Areas', 'Zoos', 'Art Museums • History Museums', 'Amusement & Theme Parks', 'Points of Interest & Landmarks', 'Zoos', 'Architectural Buildings • Observation Decks & Towers', 'Amusement & Theme Parks', 'Historic Sites • Historic Walking Areas', 'Missions', 'Speciality Museums • Natural History Museums', 'Art Museums', ""Children's Museums"", 'Speciality Museums', 'Military Bases & Facilities', 'Shopping Malls', 'Amusement & Theme Parks • Water Parks', 'Points of Interest & Landmarks • Architectural Buildings', 'Churches & Cathedrals']"
59,59,UNITED STATES,US,FLORIDA,TAMPA,20,https://www.tripadvisor.com/Attractions-g34678-Activities-oa0-Tampa_Florida.html,"['Amusement & Theme Parks', 'Aquariums', 'Zoos', 'Bridges', 'Scenic Walking Areas', 'Arenas & Stadiums', 'Nature & Wildlife Areas • Zoos', 'Historic Sites • Neighborhoods', 'Parks', 'Hiking Trails', 'History Museums', 'Theaters', 'Trams', 'Arenas & Stadiums', 'History Museums', 'Arenas & Stadiums', 'Zoos • Farms', 'Shopping Malls', 'Breweries', 'Theaters', 'Breweries', 'Casinos', 'Science Museums', 'Neighborhoods • Points of Interest & Landmarks', 'Water Parks', 'Military Museums • Ships', 'Churches & Cathedrals', 'Religious Sites', 'History Museums', ""Children's Museums""]"
